condition,metric,value
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.02247191011235955
TR-Greedy,length_ratio,55.0
TR-Greedy,bleu,0.004877178495671594
TR-Greedy,rouge1,0.0273972602739726
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0273972602739726
TR-Greedy,length_ratio,22.25
TR-Greedy,bleu,0.003449506591186915
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,78.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,62.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.015625
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.015625
TR-Greedy,length_ratio,32.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,45.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.01886792452830189
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01886792452830189
TR-Greedy,length_ratio,35.0
TR-Greedy,bleu,0.004683339931266923
TR-Greedy,rouge1,0.015037593984962405
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.015037593984962405
TR-Greedy,length_ratio,22.5
TR-Greedy,bleu,0.0034161741162926397
TR-Greedy,rouge1,0.020408163265306124
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.020408163265306124
TR-Greedy,length_ratio,32.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,59.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,18.25
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.04878048780487806
TR-Greedy,rouge2,0.03305785123966942
TR-Greedy,rougeL,0.04878048780487806
TR-Greedy,length_ratio,80.0
TR-Greedy,bleu,0.003864259978779946
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,59.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,27.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,35.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,25.333333333333332
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,96.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,17.333333333333332
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.05633802816901409
TR-Greedy,rouge2,0.028985507246376812
TR-Greedy,rougeL,0.05633802816901409
TR-Greedy,length_ratio,27.0
TR-Greedy,bleu,0.010634687930369598
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,74.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.03508771929824561
TR-Greedy,rouge2,0.01785714285714286
TR-Greedy,rougeL,0.03508771929824561
TR-Greedy,length_ratio,40.0
TR-Greedy,bleu,0.00827096195706027
TR-Greedy,rouge1,0.01694915254237288
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01694915254237288
TR-Greedy,length_ratio,69.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,48.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.13559322033898305
TR-Greedy,rouge2,0.1206896551724138
TR-Greedy,rougeL,0.13559322033898305
TR-Greedy,length_ratio,13.714285714285714
TR-Greedy,bleu,0.059009324257372604
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,32.333333333333336
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.01904761904761905
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01904761904761905
TR-Greedy,length_ratio,68.0
TR-Greedy,bleu,0.00399527241085975
TR-Greedy,rouge1,0.057142857142857134
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.057142857142857134
TR-Greedy,length_ratio,7.090909090909091
TR-Greedy,bleu,0.0039506254884293405
TR-Greedy,rouge1,0.029629629629629624
TR-Greedy,rouge2,0.015037593984962407
TR-Greedy,rougeL,0.029629629629629624
TR-Greedy,length_ratio,46.5
TR-Greedy,bleu,0.00663986619704744
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,14.333333333333334
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.020833333333333332
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.020833333333333332
TR-Greedy,length_ratio,24.666666666666668
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,8.142857142857142
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.02150537634408602
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.02150537634408602
TR-Greedy,length_ratio,17.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,16.2
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.07017543859649122
TR-Greedy,rouge2,0.05357142857142857
TR-Greedy,rougeL,0.07017543859649122
TR-Greedy,length_ratio,19.25
TR-Greedy,bleu,0.04922287938447279
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,16.333333333333332
TR-Greedy,bleu,0.0038399098285200064
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,45.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,26.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,14.8
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,55.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,45.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.044444444444444446
TR-Greedy,rouge2,0.022727272727272724
TR-Greedy,rougeL,0.044444444444444446
TR-Greedy,length_ratio,26.5
TR-Greedy,bleu,0.0052385467147083
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,25.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,65.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.017241379310344827
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.017241379310344827
TR-Greedy,length_ratio,79.0
TR-Greedy,bleu,0.003906965466813379
TR-Greedy,rouge1,0.05555555555555556
TR-Greedy,rouge2,0.03773584905660378
TR-Greedy,rougeL,0.05555555555555556
TR-Greedy,length_ratio,31.5
TR-Greedy,bleu,0.009244213267997516
TR-Greedy,rouge1,0.01639344262295082
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01639344262295082
TR-Greedy,length_ratio,25.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.015384615384615385
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.015384615384615385
TR-Greedy,length_ratio,37.0
TR-Greedy,bleu,0.00423455197103223
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,48.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.01904761904761905
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01904761904761905
TR-Greedy,length_ratio,68.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.029629629629629624
TR-Greedy,rouge2,0.015037593984962407
TR-Greedy,rougeL,0.029629629629629624
TR-Greedy,length_ratio,81.0
TR-Greedy,bleu,0.003741567601961751
TR-Greedy,rouge1,0.03603603603603604
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.03603603603603604
TR-Greedy,length_ratio,19.25
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.009302325581395349
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.009302325581395349
TR-Greedy,length_ratio,7.076923076923077
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.031746031746031744
TR-Greedy,rouge2,0.016129032258064516
TR-Greedy,rougeL,0.031746031746031744
TR-Greedy,length_ratio,33.0
TR-Greedy,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,55.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.04545454545454545
TR-Spec,rouge2,0.023255813953488372
TR-Spec,rougeL,0.04545454545454545
TR-Spec,length_ratio,36.5
TR-Spec,bleu,0.00827096195706027
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,18.333333333333332
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.02222222222222222
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.02222222222222222
TR-Spec,length_ratio,68.0
TR-Spec,bleu,0.004562454050880755
TR-Spec,rouge1,0.08450704225352113
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.07042253521126761
TR-Spec,length_ratio,8.6
TR-Spec,bleu,0.0035896057761679325
TR-Spec,rouge1,0.07407407407407407
TR-Spec,rouge2,0.05660377358490566
TR-Spec,rougeL,0.07407407407407407
TR-Spec,length_ratio,25.666666666666668
TR-Spec,bleu,0.013362018310251366
TR-Spec,rouge1,0.06593406593406592
TR-Spec,rouge2,0.0449438202247191
TR-Spec,rougeL,0.06593406593406592
TR-Spec,length_ratio,34.0
TR-Spec,bleu,0.008571778493352961
TR-Spec,rouge1,0.06451612903225806
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.06451612903225806
TR-Spec,length_ratio,10.222222222222221
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.08333333333333333
TR-Spec,rouge2,0.06779661016949151
TR-Spec,rougeL,0.08333333333333333
TR-Spec,length_ratio,33.5
TR-Spec,bleu,0.009244213267997516
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,65.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.02469135802469136
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01234567901234568
TR-Spec,length_ratio,24.666666666666668
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,43.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.041237113402061855
TR-Spec,rouge2,0.021052631578947368
TR-Spec,rougeL,0.041237113402061855
TR-Spec,length_ratio,30.0
TR-Spec,bleu,0.004810806860021259
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,40.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,28.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.1
TR-Spec,rouge2,0.0847457627118644
TR-Spec,rougeL,0.1
TR-Spec,length_ratio,17.5
TR-Spec,bleu,0.027497855348380153
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,75.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,29.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,38.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,81.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01785714285714286
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01785714285714286
TR-Spec,length_ratio,69.0
TR-Spec,bleu,0.004135480978530135
TR-Spec,rouge1,0.030303030303030304
TR-Spec,rouge2,0.015384615384615385
TR-Spec,rougeL,0.030303030303030304
TR-Spec,length_ratio,40.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,40.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03508771929824561
TR-Spec,rouge2,0.01785714285714286
TR-Spec,rougeL,0.03508771929824561
TR-Spec,length_ratio,85.0
TR-Spec,bleu,0.01322770962373162
TR-Spec,rouge1,0.16793893129770993
TR-Spec,rouge2,0.1550387596899225
TR-Spec,rougeL,0.16793893129770993
TR-Spec,length_ratio,14.5
TR-Spec,bleu,0.04514165352630139
TR-Spec,rouge1,0.01515151515151515
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01515151515151515
TR-Spec,length_ratio,32.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0898876404494382
TR-Spec,rouge2,0.0689655172413793
TR-Spec,rougeL,0.0898876404494382
TR-Spec,length_ratio,13.8
TR-Spec,bleu,0.040614262725559264
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,23.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.059701492537313425
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.029850746268656712
TR-Spec,length_ratio,16.0
TR-Spec,bleu,0.004449498813516584
TR-Spec,rouge1,0.040268456375838924
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.040268456375838924
TR-Spec,length_ratio,15.5
TR-Spec,bleu,0.003948088062097438
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,27.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.017543859649122806
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.017543859649122806
TR-Spec,length_ratio,80.0
TR-Spec,bleu,0.004040940081572238
TR-Spec,rouge1,0.021052631578947368
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.021052631578947368
TR-Spec,length_ratio,13.2
TR-Spec,bleu,0.004810806860021259
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,10.2
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,28.333333333333332
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,25.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01652892561983471
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01652892561983471
TR-Spec,length_ratio,91.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03603603603603604
TR-Spec,rouge2,0.018348623853211007
TR-Spec,rougeL,0.03603603603603604
TR-Spec,length_ratio,39.5
TR-Spec,bleu,0.007728519957559892
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,81.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.4084507042253521
TR-Spec,rouge2,0.4
TR-Spec,rougeL,0.4084507042253521
TR-Spec,length_ratio,4.05
TR-Spec,bleu,0.21513120765661442
TR-Spec,rouge1,0.08888888888888888
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.059259259259259255
TR-Spec,length_ratio,13.833333333333334
TR-Spec,bleu,0.004545718102663943
TR-Spec,rouge1,0.05882352941176471
TR-Spec,rouge2,0.030303030303030307
TR-Spec,rougeL,0.05882352941176471
TR-Spec,length_ratio,43.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,39.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,58.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.06451612903225806
TR-Spec,rouge2,0.04395604395604395
TR-Spec,rougeL,0.06451612903225806
TR-Spec,length_ratio,56.0
TR-Spec,bleu,0.005317343965184799
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,81.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.043795620437956206
TR-Spec,rouge2,0.029629629629629624
TR-Spec,rougeL,0.043795620437956206
TR-Spec,length_ratio,40.0
TR-Spec,bleu,0.0076449561145680535
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,36.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.022988505747126436
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.022988505747126436
TR-Spec,length_ratio,57.0
TR-Spec,bleu,0.004877178495671594
TR-Spec,rouge1,0.035398230088495575
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.035398230088495575
TR-Spec,length_ratio,39.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,97.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,68.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01680672268907563
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01680672268907563
TR-Spec,length_ratio,87.0
TR-Spec,bleu,0.003449506591186915
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,27.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01941747572815534
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01941747572815534
TR-Spec,length_ratio,70.0
TR-Spec,bleu,0.004447652331523466
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,2.6666666666666665
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,64.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03418803418803419
TR-Spec,rouge2,0.017391304347826087
TR-Spec,rougeL,0.03418803418803419
TR-Spec,length_ratio,86.0
TR-Spec,bleu,0.0034834959820232276
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,35.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,63.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03773584905660377
TR-Spec,rouge2,0.019230769230769232
TR-Spec,rougeL,0.03773584905660377
TR-Spec,length_ratio,67.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.055944055944055944
TR-Spec,rouge2,0.042553191489361694
TR-Spec,rougeL,0.055944055944055944
TR-Spec,length_ratio,30.0
TR-Spec,bleu,0.012358183493520256
TR-Spec,rouge1,0.0625
TR-Spec,rouge2,0.042553191489361694
TR-Spec,rougeL,0.0625
TR-Spec,length_ratio,63.0
TR-Spec,bleu,0.0045043217474521864
TR-Spec,rouge1,0.10606060606060606
TR-Spec,rouge2,0.07692307692307693
TR-Spec,rougeL,0.09090909090909091
TR-Spec,length_ratio,9.875
TR-Spec,bleu,0.01407666434195057
TR-Spec,rouge1,0.014388489208633096
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.014388489208633096
TR-Spec,length_ratio,28.0
TR-Spec,bleu,0.003553524757138724
TR-Spec,rouge1,0.019801980198019802
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.019801980198019802
TR-Spec,length_ratio,21.333333333333332
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,72.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,47.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.015267175572519085
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.015267175572519085
TR-Spec,length_ratio,17.6
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,77.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03773584905660378
TR-Spec,rouge2,0.01923076923076923
TR-Spec,rougeL,0.03773584905660378
TR-Spec,length_ratio,33.0
TR-Spec,bleu,0.009366679862533846
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,81.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,71.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,23.666666666666668
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.029411764705882356
TR-Spec,rouge2,0.014925373134328356
TR-Spec,rougeL,0.029411764705882356
TR-Spec,length_ratio,22.5
TR-Spec,bleu,0.0067669593882550795
TR-Spec,rouge1,0.08620689655172413
TR-Spec,rouge2,0.07017543859649122
TR-Spec,rougeL,0.08620689655172413
TR-Spec,length_ratio,16.4
TR-Spec,bleu,0.035783705098107715
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,23.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,37.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.10218978102189782
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.072992700729927
TR-Spec,length_ratio,10.625
TR-Spec,bleu,0.004924179888646836
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,55.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.06106870229007634
TR-Spec,rouge2,0.046511627906976744
TR-Spec,rougeL,0.06106870229007634
TR-Spec,length_ratio,22.0
TR-Spec,bleu,0.02118172758508038
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,79.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,21.333333333333332
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.03773584905660378
TR-Spec,rouge2,0.01923076923076923
TR-Spec,rougeL,0.03773584905660378
TR-Spec,length_ratio,38.5
TR-Spec,bleu,0.007813930933626756
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,59.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.017094017094017096
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.017094017094017096
TR-Spec,length_ratio,87.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.01904761904761905
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.01904761904761905
TR-Spec,length_ratio,68.0
TR-Spec,bleu,0.004285889246676481
TR-Spec,rouge1,0.06741573033707865
TR-Spec,rouge2,0.04597701149425288
TR-Spec,rougeL,0.06741573033707865
TR-Spec,length_ratio,21.666666666666668
TR-Spec,bleu,0.009244213267997516
TR-Spec,rouge1,0.03773584905660378
TR-Spec,rouge2,0.01923076923076923
TR-Spec,rougeL,0.03773584905660378
TR-Spec,length_ratio,34.0
TR-Spec,bleu,0.009008643494904373
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,32.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,40.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.15942028985507245
TR-Spec,rouge2,0.14705882352941177
TR-Spec,rougeL,0.15942028985507245
TR-Spec,length_ratio,9.75
TR-Spec,bleu,0.0847564681351754
TR-Spec,rouge1,0.022727272727272728
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.022727272727272728
TR-Spec,length_ratio,17.333333333333332
TR-Spec,bleu,0.006149917424924613
TR-Spec,rouge1,0.015748031496062992
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.015748031496062992
TR-Spec,length_ratio,21.25
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,55.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.034782608695652174
TR-Spec,rouge2,0.017699115044247787
TR-Spec,rougeL,0.034782608695652174
TR-Spec,length_ratio,67.0
TR-Spec,bleu,0.004184430101881885
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,89.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.06451612903225806
TR-Spec,rouge2,0.049180327868852465
TR-Spec,rougeL,0.06451612903225806
TR-Spec,length_ratio,20.75
TR-Spec,bleu,0.022937952462562982
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,93.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,25.5
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.0
TR-Spec,rouge2,0.0
TR-Spec,rougeL,0.0
TR-Spec,length_ratio,39.0
TR-Spec,bleu,0.0
TR-Spec,rouge1,0.04225352112676056
TR-Spec,rouge2,0.0
